"time","longitude","latitude","mag","Dampak"
"2019-07-27T03:44:48.188Z","108.4688","-8.2439","4.6","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-07-24T01:29:12.731Z","114.3134","-8.5946","5","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2019-07-18T18:22:44.329Z","108.1939","-7.5382","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-06-29T06:47:04.303Z","108.9633","-8.1929","5.1","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2019-06-23T19:58:24.100Z","107.8476","-7.9122","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-06-21T10:27:29.454Z","108.8382","-8.1587","4.6","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-06-09T09:32:25.075Z","108.9471","-8.1979","5.4","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2019-06-04T16:53:11.525Z","107.3348","-8.2452","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-06-02T04:52:32.454Z","107.6249","-7.3275","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-05-12T22:45:53.359Z","107.6706","-7.9389","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-05-12T16:09:56.349Z","114.6102","-6.3676","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-05-04T00:54:48.937Z","108.885","-8.5249","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-04-10T17:37:49.043Z","107.263","-8.1358","4.7","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-04-03T08:32:36.870Z","114.5585","-7.2651","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-04-02T13:09:07.011Z","114.5218","-7.2819","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-04-02T01:22:47.410Z","114.5928","-7.2715","4.9","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-04-01T23:05:28.610Z","114.537","-7.2121","4.6","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-03-21T15:03:09.389Z","108.0889","-7.6019","4.8","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-03-19T05:04:42.278Z","107.0391","-6.9207","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-03-11T15:56:53.852Z","105.3818","-5.9301","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-03-07T08:43:41.870Z","108.5228","-8.1316","4.6","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-02-28T00:54:28.590Z","105.2049","-7.3773","4.7","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-02-13T23:41:54.620Z","105.803","-6.7647","5","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2019-02-10T00:58:53.430Z","108.6164","-8.3657","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-01-23T11:05:56.200Z","108.6285","-8.1264","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-01-08T09:54:47.990Z","106.5655","-7.8778","5.2","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2019-01-07T16:58:50.260Z","108.9246","-8.2027","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2019-01-07T15:04:08.690Z","107.7593","-7.9552","4.7","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-12-07T13:49:20.650Z","108.4176","-6.5702","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-12-06T23:43:21.830Z","106.0775","-6.7171","4.6","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-12-02T13:30:06.190Z","114.3418","-7.3965","4.1","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-11-26T01:37:23.650Z","114.3622","-7.4043","4.1","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-11-15T15:16:51.010Z","108.0385","-6.1458","4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-10-25T05:48:43.580Z","106.027","-6.1805","4.8","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-10-10T18:44:55.280Z","114.4553","-7.4525","6","Mampu membuat kerusakan sampai area sejauh 160 km."
"2018-10-09T10:14:31.710Z","113.0386","-6.1099","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-10-09T10:13:29.080Z","113.1475","-6.056","4.7","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-10-07T19:17:00.790Z","106.8438","-7.9314","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-09-24T17:53:42.770Z","107.0581","-6.1108","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-09-16T13:51:35.900Z","109.7753","-8.6222","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-09-15T00:42:05.060Z","111.4993","-8.4187","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-09-08T23:58:25.010Z","106.8208","-7.7387","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-08-23T05:29:20.130Z","107.971","-7.8974","4.1","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-08-21T21:23:16.120Z","108.7096","-6.8589","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-08-21T02:54:01.550Z","105.8974","-7.6689","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-08-17T17:22:04.650Z","106.6155","-7.4091","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-08-13T10:37:31.640Z","108.8786","-8.319","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-07-30T19:09:12.590Z","114.3179","-8.0945","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-07-25T19:41:58.750Z","107.6234","-8.1357","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-07-16T13:39:23.360Z","107.6358","-8.236","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-07-15T07:26:11.330Z","106.0887","-6.9785","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-07-07T05:18:23.000Z","106.2902","-7.3484","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-07-07T03:56:05.680Z","106.2509","-7.0543","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-07-03T09:46:20.690Z","106.3898","-7.9941","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-06-28T18:26:11.130Z","110.1788","-7.1615","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-06-27T03:48:27.990Z","112.2398","-8.64","4.1","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-06-18T15:15:03.910Z","108.5863","-7.9122","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-06-13T13:06:40.440Z","113.8882","-7.0006","4.6","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-06-12T07:05:34.050Z","107.4736","-7.9909","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-06-08T00:27:38.720Z","105.9645","-7.3029","4.8","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-06-07T06:40:44.370Z","106.3676","-7.8186","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-06-04T05:42:16.030Z","111.8195","-8.4269","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-05-28T06:03:50.640Z","108.0434","-8.4089","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-05-19T03:57:17.370Z","105.8026","-5.9892","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-05-15T16:41:22.020Z","107.7625","-8.2314","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-05-02T22:47:48.200Z","111.0849","-6.5212","4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-04-26T18:26:54.770Z","107.3247","-8.133","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-04-18T06:28:34.840Z","109.6541","-7.2479","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-04-14T18:02:22.840Z","105.2078","-6.2814","4.9","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-04-13T09:55:56.950Z","105.3805","-6.1243","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-04-09T11:46:33.950Z","105.5296","-6.9833","4.9","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-04-04T17:24:49.000Z","108.2449","-8.2789","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-04-02T13:02:14.520Z","107.2668","-6.1193","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-03-27T20:57:18.990Z","106.6685","-6.3117","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-03-19T11:36:27.050Z","105.9404","-7.41","5","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2018-03-15T20:25:51.040Z","111.6246","-8.2608","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-02-26T09:57:32.740Z","105.9395","-7.4532","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-02-18T04:40:11.630Z","106.4872","-7.2558","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-02-17T22:25:02.890Z","106.024","-6.9072","4.1","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-02-16T16:52:42.110Z","105.79","-7.8267","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-02-16T13:28:09.130Z","106.428","-7.7572","4.7","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-02-16T05:13:05.510Z","105.8892","-7.6264","4.8","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-02-13T21:26:44.920Z","105.8132","-5.9672","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-02-11T06:48:54.720Z","108.3796","-6.7929","4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-02-08T23:02:04.220Z","105.2381","-8.4379","4.1","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-02-03T20:49:20.130Z","105.7636","-7.1229","4.1","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-01-29T19:03:32.160Z","105.2402","-6.3598","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-01-29T06:35:38.810Z","105.2421","-6.5772","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-01-26T10:12:48.600Z","105.8007","-7.0901","4.7","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-01-26T04:48:23.390Z","105.7819","-7.0604","4.6","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-01-24T06:32:44.710Z","105.8133","-7.1221","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-01-23T19:07:30.430Z","105.799","-7.1714","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2018-01-23T06:34:54.980Z","105.9632","-7.0924","5.9","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2017-12-31T17:24:17.950Z","106.8825","-8.1452","4.1","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-12-24T15:42:09.040Z","106.3932","-7.7717","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-12-16T00:22:30.840Z","106.8195","-7.8842","5.2","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2017-12-15T21:10:09.800Z","107.0853","-7.4494","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-12-15T16:47:58.230Z","108.1743","-7.4921","6.5","Mampu membuat kerusakan sampai area sejauh 160 km."
"2017-12-15T16:04:36.610Z","106.5908","-7.1171","4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-12-12T02:23:10.090Z","107.0917","-7.1269","5","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2017-12-01T14:43:50.240Z","105.7895","-7.5836","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-11-17T04:02:22.520Z","107.2823","-7.545","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-11-12T07:13:23.670Z","107.9169","-8.1362","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-11-09T16:57:16.050Z","108.5919","-7.6675","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-11-01T05:39:36.680Z","107.2932","-8.1816","4.6","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-10-26T02:18:19.740Z","108.764","-7.8098","4.1","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-10-23T12:20:47.620Z","107.8177","-7.9562","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-10-15T12:28:51.530Z","107.7309","-7.9218","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-10-11T16:30:37.110Z","106.6143","-7.1109","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-09-25T20:08:23.510Z","107.7299","-5.8793","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-09-25T18:10:43.200Z","106.3876","-5.9298","5.1","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2017-09-25T07:16:24.970Z","107.0077","-8.4217","4.7","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-09-24T22:05:54.610Z","107.7737","-7.7805","4.6","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-09-24T00:00:24.420Z","108.4731","-7.3924","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-09-23T09:03:03.620Z","105.2691","-7.1134","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-09-23T05:07:51.530Z","108.928","-8.2415","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-09-20T23:59:24.900Z","113.024","-6.1113","5.7","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2017-09-13T19:37:27.000Z","112.9501","-6.0986","4.6","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-09-05T17:26:58.350Z","107.0476","-8.0381","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-08-25T22:11:29.340Z","105.7976","-7.3238","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-08-17T23:04:58.790Z","105.3828","-6.5499","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-08-13T12:04:24.110Z","106.5514","-6.3342","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-08-11T11:38:32.570Z","110.1697","-8.4318","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-08-04T00:42:55.900Z","108.0846","-8.2214","4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-08-03T16:14:23.470Z","108.9879","-8.1608","5","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2017-07-24T00:19:41.750Z","107.7612","-7.3133","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-07-23T12:28:58.620Z","112.4451","-6.8034","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-07-21T00:25:57.830Z","108.5859","-8.2853","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-07-18T05:58:16.390Z","107.6362","-7.1082","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-07-13T09:30:16.810Z","107.0615","-8.0313","4.6","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-07-10T22:17:33.580Z","111.3981","-7.1289","4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-07-10T17:24:07.340Z","107.7762","-8.4457","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-07-08T22:48:31.650Z","105.9824","-7.4094","5.2","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2017-06-23T18:00:13.430Z","105.53","-7.203","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-06-11T23:15:06.150Z","106.259","-8.3206","5.7","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2017-06-03T03:22:06.330Z","107.9351","-8.0288","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-05-11T08:51:34.870Z","107.0831","-7.6724","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-05-10T17:46:42.340Z","106.5594","-6.5868","4.6","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-05-07T00:53:18.690Z","108.5368","-8.1095","4.1","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-05-05T23:17:32.780Z","107.8785","-8.017","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-05-05T11:25:11.950Z","105.1626","-6.6822","4.6","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-04-25T16:37:38.040Z","105.3162","-7.1817","4.7","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-04-24T21:29:00.490Z","105.3705","-6.0171","5","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2017-04-23T18:01:13.310Z","108.0192","-7.7404","5.2","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2017-04-22T20:54:28.970Z","105.2898","-6.9872","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-04-16T20:56:10.500Z","112.2316","-7.2651","4.1","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-04-16T19:41:30.840Z","113.6659","-8.0312","4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-04-08T08:17:15.140Z","112.6216","-8.1218","3.9","Biasa terasa, namun jarang menimbulkan kerusakan."
"2017-03-26T15:06:53.620Z","106.8915","-6.0928","4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-03-26T02:00:12.600Z","107.7809","-7.9061","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-03-23T14:35:36.360Z","108.0128","-7.9568","4.7","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-03-18T16:56:40.800Z","107.9551","-7.9478","4.8","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-03-15T02:26:54.590Z","108.0002","-7.8071","4.6","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-03-14T02:51:08.370Z","106.5851","-7.7564","4.9","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-03-13T14:22:09.240Z","113.5288","-8.4529","4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-03-10T16:33:14.990Z","105.2828","-7.2234","4.9","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-03-06T20:11:12.000Z","106.8961","-7.1371","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-03-01T22:04:31.090Z","113.0763","-6.1179","4.6","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-02-19T15:39:42.100Z","107.9434","-7.8406","4.7","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-02-15T18:53:38.570Z","107.3878","-7.5161","5","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2017-02-13T08:12:47.820Z","108.383","-7.529","4.8","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-02-08T08:34:18.360Z","106.9498","-7.5557","5","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2017-02-07T17:21:47.160Z","113.1306","-8.4287","5.2","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2017-01-26T17:50:15.280Z","107.0596","-7.6364","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-01-18T10:51:43.940Z","105.466","-6.8572","4.9","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-01-13T14:24:58.760Z","110.3392","-7.9036","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-01-12T19:45:01.130Z","106.9319","-7.4129","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-01-03T14:04:22.090Z","106.8098","-8.1091","4.7","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2017-01-03T03:19:19.570Z","106.7646","-8.2134","4.7","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-12-15T16:58:33.800Z","108.0156","-7.8007","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-12-13T11:28:48.950Z","106.8294","-6.8524","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-12-10T23:20:14.600Z","111.9796","-6.1557","4.1","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-12-10T05:28:33.940Z","111.7684","-8.3852","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-11-26T03:32:36.630Z","113.0156","-6.2385","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-11-25T05:31:53.990Z","107.1769","-5.9708","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-11-23T20:53:05.510Z","108.0168","-7.858","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-11-21T23:37:11.130Z","106.281","-6.7921","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-11-15T12:41:13.400Z","109.3963","-8.0575","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-11-09T04:05:41.080Z","106.3907","-6.7344","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-11-05T23:44:14.230Z","107.5887","-7.1888","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-11-04T05:08:05.920Z","111.3486","-7.3687","4.7","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-10-23T05:45:43.080Z","107.0088","-7.5166","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-10-22T22:44:51.120Z","107.6081","-7.879","4.6","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-10-16T17:45:24.990Z","112.3019","-7.4973","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-10-11T11:47:26.440Z","112.789","-8.4385","4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-10-11T00:34:03.320Z","111.2166","-8.6289","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-10-04T16:56:05.050Z","113.4848","-8.0749","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-09-29T12:22:40.620Z","106.8318","-7.3174","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-09-23T23:33:54.300Z","111.8365","-8.0135","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-09-11T15:35:05.860Z","105.2056","-6.3091","5","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2016-08-28T06:47:35.520Z","106.7289","-6.9974","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-08-27T17:52:10.780Z","105.694","-7.6672","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-08-25T03:06:31.550Z","106.8592","-6.9397","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-08-16T16:21:24.680Z","109.3419","-8.2572","4.7","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-08-02T11:15:04.630Z","111.6961","-8.1288","4.1","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-08-01T10:10:45.430Z","105.7044","-6.5226","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-07-31T10:46:45.160Z","107.9482","-6.7544","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-07-31T03:30:47.290Z","107.7934","-7.9928","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-07-27T20:47:43.380Z","114.6308","-7.8459","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-07-24T16:56:30.960Z","106.4729","-6.847","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-07-17T22:59:04.050Z","110.2483","-7.55","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-07-11T14:52:23.690Z","108.9334","-8.1568","4.5","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-07-08T15:10:02.320Z","108.272","-8.2442","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-07-04T06:35:59.070Z","110.956","-7.866","4.1","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-06-28T03:32:44.890Z","105.3444","-5.992","5.3","Dapat menyebabkan kerusakan besar pada bangunan di area yang kecil."
"2016-06-24T09:18:39.640Z","106.3258","-6.8443","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-06-23T12:10:23.200Z","107.8619","-7.9622","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-06-20T19:14:39.710Z","105.3343","-6.9872","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-06-11T17:16:12.670Z","107.5547","-8.0735","4.8","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-06-04T11:12:27.080Z","107.4912","-7.283","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-05-22T13:09:53.080Z","110.2925","-8.4134","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-05-16T01:26:01.290Z","107.635","-7.7826","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-05-12T00:21:26.870Z","107.6764","-6.8972","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-05-08T17:29:34.620Z","108.9774","-8.3628","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-04-29T17:35:18.600Z","105.8263","-7.2878","4.7","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-04-21T02:43:54.560Z","106.4816","-6.6806","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-04-13T01:01:07.200Z","106.3497","-7.5846","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-04-12T20:53:48.250Z","105.3637","-7.2477","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-04-08T15:14:39.880Z","107.5705","-7.8028","4.1","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-04-06T15:14:57.840Z","107.3401","-8.1118","4.6","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-04-06T15:04:02.140Z","107.2761","-8.2767","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-04-06T14:45:29.620Z","107.3857","-8.2036","6.1","Mampu membuat kerusakan sampai area sejauh 160 km."
"2016-04-01T18:56:05.330Z","107.2049","-7.8515","4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-03-29T00:24:09.330Z","105.6299","-7.5315","4.2","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-03-28T20:43:25.360Z","109.5045","-8.3906","4.4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-03-27T13:15:26.740Z","106.4963","-6.8706","4","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-03-21T02:25:07.480Z","105.2049","-6.3787","4.6","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-03-17T15:02:22.960Z","105.4624","-8.5395","4.7","Dapat diketahui dari bergetarnya perabot dalam ruangan."
"2016-03-05T15:18:27.540Z","106.8047","-7.1683","4.3","Dapat diketahui dari bergetarnya perabot dalam ruangan."
